file,category_count,match_lines,categories,samples
app/admin/themes/ThemeEditor.tsx,10,25,Tailwind arbitrary [...](1); rem/em literal(1); animate-*(1); text-* size(3); padding/margin *(7); gap/space-*(4); w-/h-*(3); max/min w/h(2); shadow*(1); font-weight(2),"L131:<div className=""p-6 min-h-[31.25rem]""> | L131:<div className=""p-6 min-h-[31.25rem]""> | L41:return <div className=""admin-panel h-96 animate-pulse bg-subtle"" aria-hidden />; | L95:<h2 className=""m-0 text-lg font-semibold text-strong"">Edit Theme Tokens</h2>"
components/home/ShowcaseCarousel.tsx,12,25,Tailwind arbitrary [...](3); Npx literal(1); rem/em literal(2); vh/vw(2); Tailwind duration/delay(1); transition*(1); padding/margin *(4); gap/space-*(5); w-/h-*(3); max/min w/h(1); rounded-*(1); style object key(1),"L167:className=""group relative min-w-0 shrink-0 grow-0 basis-[min(88vw,22rem)] sm:basis-[min(72vw,24rem)] lg:basis-[min(42vw, | L169:<Link href={item.link} className=""block overflow-hidden rounded-[var(--radius-giant)]""> | L175:sizes=""(max-width: 768px) 88vw, (max-width: 1280px) 42vw, 28rem"" | L167:className=""group relative min-w-0 shrink-0 grow-0 basis-[min(88vw,22rem)] sm:basis-[min(72vw,24rem)] lg:basis-[min(42vw,"
components/home/Teaser.tsx,14,25,Tailwind arbitrary [...](1); Npx literal(1); % literal(1); vh/vw(1); Tailwind duration/delay(2); transition*(4); text-* size(1); padding/margin *(3); gap/space-*(4); w-/h-*(2); rounded-*(1); font-weight(1); tracking/leading(2); style object key(1),"L66:<h2 className=""typ-h1 text-balance leading-[1.04]"">{title}</h2> | L117:sizes=""(max-width: 768px) 100vw, 50vw"" | L100:<Reveal delay={0.2} width=""100%""> | L117:sizes=""(max-width: 768px) 100vw, 50vw"""
features/planner/landing/PlannerLandingPage.tsx,9,25,Npx literal(2); transition*(2); padding/margin *(4); gap/space-*(3); w-/h-*(1); max/min w/h(1); style object key(6); motion props(4); GSAP/anim duration(2),"L24:viewport={{ once: true, margin: ""-90px"" }} | L77:viewport={{ once: true, margin: ""-90px"" }} | L25:transition={{ duration: 0.7, ease: MOTION_EASE }} | L78:transition={{ duration: 0.7, ease: MOTION_EASE }}"
app/(site)/showrooms/page.tsx,8,24,Tailwind arbitrary [...](7); rem/em literal(1); vh/vw(1); text-* size(3); padding/margin *(8); gap/space-*(2); w-/h-*(1); font-weight(1),"L20:<div className=""relative h-[26rem] md:h-[38rem]""> | L36:<div className=""mt-8 border-t border-[var(--border-soft)]""> | L20:<div className=""relative h-[26rem] md:h-[38rem]""> | L26:sizes=""100vw"""
components/shared/Newsletter.tsx,12,24,z-index numeric(1); Tailwind duration/delay(1); transition*(2); text-* size(1); padding/margin *(4); gap/space-*(3); w-/h-*(5); max/min w/h(3); rounded-*(1); shadow*(1); font-weight(1); tracking/leading(1),"L13:<div className=""max-w-4xl relative z-10 space-y-12""> | L11:<div className=""absolute top-0 right-0 w-64 h-64 bg-primary/5 rounded-full -translate-y-1/2 translate-x-1/2 transition-t | L11:<div className=""absolute top-0 right-0 w-64 h-64 bg-primary/5 rounded-full -translate-y-1/2 translate-x-1/2 transition-t | L33:className=""scheme-section-soft scheme-border text-heading flex-1 border px-6 py-4 typ-lead outline-none transition-color"
components/site/CookieConsentBar.tsx,12,24,z-index numeric(1); transition*(1); text-* size(2); padding/margin *(2); gap/space-*(2); w-/h-*(4); max/min w/h(4); rounded-*(1); shadow*(1); font-weight(2); tracking/leading(1); style object key(3),"L96:""fixed inset-x-0 bottom-0 z-30 border-t border-soft surface-overlay-95 backdrop-blur [box-shadow:0_-18px_40px_-30px_var( | L100:""min-h-10 rounded-full px-3 font-semibold transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visibl | L98:""max-w-3xl text-body md:text-sm md:leading-relaxed [font-size:var(--type-body-size)] [font-weight:375] [letter-spacing:v | L100:""min-h-10 rounded-full px-3 font-semibold transition-colors focus-visible:outline-none focus-visible:ring-2 focus-visibl"
features/planner/landing/PlannerHeroDemo.tsx,4,24,transition*(5); style object key(13); motion props(1); GSAP/anim duration(5),"L19:transition: { duration: 0.55, delay, ease: MOTION_EASE }, | L29:transition: { duration: 0.45, delay, ease: MOTION_EASE }, | L5:* Staged animation: walls → zones → furniture → dimensions → selection. | L16:hidden: { opacity: 0 },"
features/planner/ui/BottomSheet.tsx,14,24,inline style={{ }}(2); Tailwind arbitrary [...](1); Npx literal(1); Tailwind duration/delay(2); transition*(2); text-* size(1); padding/margin *(3); w-/h-*(3); max/min w/h(2); rounded-*(2); shadow*(1); Tailwind palette color(1); font-weight(1); style object key(2),"L39:style={{ zIndex: Z.panel - 1 }} | L45:style={{ zIndex: Z.panel }} | L59:<div className=""max-h-[calc(90dvh-56px)] overscroll-contain""> | L59:<div className=""max-h-[calc(90dvh-56px)] overscroll-contain"">"
app/(site)/access/AccessForm.tsx,9,23,Tailwind arbitrary [...](4); transition*(1); text-* size(4); padding/margin *(5); gap/space-*(4); w-/h-*(1); rounded-*(2); shadow*(1); font-weight(1),"L62:<p className=""mt-3 text-sm text-[var(--text-muted)]""> | L110:<div className=""mt-8 pt-6 border-t border-[var(--border-strong)]""> | L117:className=""inline-flex h-10 items-center justify-center rounded-md border border-[var(--border-strong)] bg-white px-8 te | L62:<p className=""mt-3 text-sm text-[var(--text-muted)]"">"
app/(site)/news/page.tsx,6,23,Tailwind arbitrary [...](2); padding/margin *(8); gap/space-*(4); w-/h-*(3); max/min w/h(3); rounded-*(3),"L28:<div className=""grid grid-cols-1 gap-8 lg:grid-cols-[1.05fr_0.95fr]""> | L62:<div className=""scheme-panel-dark scheme-border grid gap-6 rounded-2xl border lg:grid-cols-[1.1fr_auto] lg:items-end""> | L30:<p className=""typ-label text-body mb-4"">{t(""introKicker"")}</p> | L32:<p className=""page-copy text-body mt-5 max-w-2xl"">{t(""introDescription"")}</p>"
app/(site)/portfolio/page.tsx,10,23,Tailwind arbitrary [...](4); Npx literal(2); rem/em literal(1); vh/vw(2); text-* size(2); padding/margin *(4); gap/space-*(3); w-/h-*(2); max/min w/h(1); style object key(2),"L45:<div className=""bg-[var(--surface-page)]""> | L52:<div className=""mb-6 grid gap-4 md:grid-cols-[auto_1fr] md:items-end md:gap-10""> | L67:sizes=""(max-width: 768px) 100vw, 58vw"" | L80:sizes=""(max-width: 768px) 50vw, 42vw"""
components/site/EditorialRoute.tsx,10,23,Tailwind arbitrary [...](5); rem/em literal(2); vh/vw(1); transition*(3); text-* size(4); padding/margin *(3); gap/space-*(1); w-/h-*(1); max/min w/h(1); font-weight(2),"L12:<section className=""border-b border-[var(--border-soft)] bg-[var(--surface-page)] pb-12 pt-[calc(4rem+3rem)] md:pb-16 md | L14:<h1 className=""home-heading max-w-4xl !text-[clamp(2.25rem,4vw,3.25rem)]""> | L12:<section className=""border-b border-[var(--border-soft)] bg-[var(--surface-page)] pb-12 pt-[calc(4rem+3rem)] md:pb-16 md | L14:<h1 className=""home-heading max-w-4xl !text-[clamp(2.25rem,4vw,3.25rem)]"">"
features/planner/help/PlannerHelpPage.tsx,9,23,Tailwind arbitrary [...](1); text-* size(1); padding/margin *(9); gap/space-*(3); w-/h-*(5); max/min w/h(1); rounded-*(1); font-weight(1); style object key(1),"L41:<p className=""typ-eyebrow text-[color:var(--color-bronze-500)]"">Help center</p> | L41:<p className=""typ-eyebrow text-[color:var(--color-bronze-500)]"">Help center</p> | L33:<HomeSection variant=""white"" spacing=""sm"" className=""border-t-0 pt-24 md:pt-28""> | L39:<div className=""mb-10 gap-6 border-b border-theme-soft pb-8 sm:flex-row sm:items-end sm:justify-between"">"
features/shared/auth/components/SignupPage.tsx,11,23,Tailwind arbitrary [...](1); animate-*(1); text-* size(2); padding/margin *(5); gap/space-*(2); w-/h-*(1); rounded-*(1); Tailwind palette color(3); font-weight(4); tracking/leading(2); style object key(1),"L234:className=""font-medium text-[color:var(--color-blueprint-strong)] dark:text-[color:var(--color-blueprint)] hover:underli | L170:className=""animate-spin motion-reduce:animate-none"" | L84:<h1 className=""text-2xl font-semibold tracking-tight text-heading dark:text-gray-100""> | L234:className=""font-medium text-[color:var(--color-blueprint-strong)] dark:text-[color:var(--color-blueprint)] hover:underli"
app/(site)/login/LoginForm.tsx,5,22,transition*(1); text-* size(9); padding/margin *(5); gap/space-*(6); tracking/leading(1),"L169:<Link href={guestHref} className=""shell-workspace-link transition""> | L110:<p className=""shell-workspace-muted mt-3 text-sm leading-6""> | L128:className=""shell-workspace-auth-input text-sm"" | L103:<div className=""mb-8"">"
components/home/CategoryGrid.tsx,12,22,Tailwind arbitrary [...](1); Npx literal(1); rem/em literal(1); vh/vw(1); Tailwind duration/delay(1); transition*(1); padding/margin *(5); gap/space-*(3); w-/h-*(4); max/min w/h(1); rounded-*(2); style object key(1),"L71:<div className=""grid grid-cols-1 gap-4 min-[32.5rem]:grid-cols-2 sm:gap-5 md:gap-6 lg:grid-cols-3""> | L94:sizes=""(max-width: 640px) 45vw, (max-width: 1024px) 30vw, 20vw"" | L71:<div className=""grid grid-cols-1 gap-4 min-[32.5rem]:grid-cols-2 sm:gap-5 md:gap-6 lg:grid-cols-3""> | L94:sizes=""(max-width: 640px) 45vw, (max-width: 1024px) 30vw, 20vw"""
features/planner/admin/AdminCatalogManager.tsx,8,22,Tailwind arbitrary [...](3); rem/em literal(3); animate-*(2); text-* size(3); padding/margin *(2); gap/space-*(3); w-/h-*(3); max/min w/h(3),"L308:<div className=""min-w-[12.5rem]""> | L328:className=""min-w-[8.75rem]"" | L308:<div className=""min-w-[12.5rem]""> | L328:className=""min-w-[8.75rem]"""
tech-stack-generator/src/components/CopyButton.tsx,7,22,transition*(3); padding/margin *(1); rounded-*(1); Tailwind palette color(1); style object key(6); motion props(8); GSAP/anim duration(2),"L29:""relative flex items-center justify-center transition-colors focus:outline-none focus:ring-2 focus:ring-brand-500/50 rou | L43:transition={{ duration: 0.15 }} | L29:""relative flex items-center justify-center transition-colors focus:outline-none focus:ring-2 focus:ring-brand-500/50 rou | L29:""relative flex items-center justify-center transition-colors focus:outline-none focus:ring-2 focus:ring-brand-500/50 rou"
tech-stack-generator/src/components/Tooltip.tsx,12,22,Tailwind arbitrary [...](2); Npx literal(1); rem/em literal(2); z-index numeric(1); transition*(2); text-* size(1); padding/margin *(3); rounded-*(1); shadow*(1); style object key(3); motion props(4); GSAP/anim duration(1),"L33:<div className=""absolute top-full left-1/2 -translate-x-1/2 -mt-[0.0625rem] border-[0.3125rem] border-transparent border | L34:<div className=""absolute top-full left-1/2 -translate-x-1/2 -mt-[0.125rem] border-[5px] border-transparent border-t-docs | L34:<div className=""absolute top-full left-1/2 -translate-x-1/2 -mt-[0.125rem] border-[5px] border-transparent border-t-docs | L33:<div className=""absolute top-full left-1/2 -translate-x-1/2 -mt-[0.0625rem] border-[0.3125rem] border-transparent border"
app/(site)/social/page.tsx,9,21,Tailwind arbitrary [...](1); Npx literal(1); vh/vw(1); padding/margin *(7); gap/space-*(3); w-/h-*(3); max/min w/h(1); rounded-*(3); style object key(1),"L30:<div className=""grid grid-cols-1 gap-8 lg:grid-cols-[1.05fr_0.95fr]""> | L88:sizes=""(max-width: 768px) 100vw, (max-width: 1280px) 50vw, 33vw"" | L88:sizes=""(max-width: 768px) 100vw, (max-width: 1280px) 50vw, 33vw"" | L38:<div className=""scheme-panel scheme-border rounded-2xl border p-6 md:p-8"">"
components/home/HomeFAQ.tsx,7,21,Tailwind duration/delay(1); transition*(3); padding/margin *(5); gap/space-*(1); style object key(3); motion props(6); GSAP/anim duration(2),"L42:className=""flex w-full items-center justify-between gap-4 py-1 text-start transition-colors duration-200 hover:text-stro | L42:className=""flex w-full items-center justify-between gap-4 py-1 text-start transition-colors duration-200 hover:text-stro | L50:transition={{ duration: 0.38 }} | L16:<motion.div className=""mb-7 md:mb-8"" {...fadeUp(12, 0.02)}>"
features/planner/_archive/fabric/editor/inspector/PropertiesInspector.tsx,9,20,Tailwind arbitrary [...](1); rem/em literal(1); text-* size(6); padding/margin *(5); gap/space-*(2); w-/h-*(1); max/min w/h(1); font-weight(2); tracking/leading(1),"L168:<p className=""mx-auto mt-2 max-w-[13.75rem] text-xs leading-relaxed text-soft""> | L168:<p className=""mx-auto mt-2 max-w-[13.75rem] text-xs leading-relaxed text-soft""> | L61:<p className=""text-sm font-semibold"">{data ? data.label : ""Nothing selected""}</p> | L65:className=""pw-icon-btn text-danger gap-1 text-xs"""
features/planner/ai/AiAdvisorChat.tsx,13,20,inline style={{ }}(1); Tailwind arbitrary [...](3); rem/em literal(2); vh/vw(1); text-* size(2); padding/margin *(1); gap/space-*(1); w-/h-*(1); max/min w/h(1); rounded-*(1); font-weight(1); tracking/leading(2); style object key(3),"L31:style={{ zIndex: Z.toolbar }} | L30:className=""pw-drawer pw-ai-floating-chat bottom-4 right-4 h-[30rem] max-h-[calc(100vh-2rem)] w-80 rounded-xl"" | L41:<h3 className=""text-sm font-semibold leading-tight text-[color:var(--text-strong)]""> | L30:className=""pw-drawer pw-ai-floating-chat bottom-4 right-4 h-[30rem] max-h-[calc(100vh-2rem)] w-80 rounded-xl"""
features/planner/landing/PlannerFloorplanHero.tsx,6,20,% literal(1); transition*(4); shadow*(2); style object key(9); motion props(3); GSAP/anim duration(1),"L21:hidden: { y: ""105%"", opacity: 0, rotate: 2 }, | L17:visible: { transition: { staggerChildren: 0.2, delayChildren: 0.12 } }, | L26:transition: { duration: MOTION_TOKENS.slow, ease: MOTION_EASE }, | L68:<Link href={primaryCta.href} className=""btn-hero-primary btn-primary shadow-theme-panel"">"
components/ProductGallery.tsx,10,19,inline style={{ }}(3); Npx literal(3); rem/em literal(2); vh/vw(2); Tailwind duration/delay(1); transition*(2); padding/margin *(2); w-/h-*(1); rounded-*(1); style object key(2),"L39:style={{ contentVisibility: ""auto"", containIntrinsicSize: ""auto 45rem"" }} | L65:style={{ | L64:sizes=""(max-width: 768px) 18vw, 5rem"" | L68:containIntrinsicSize: ""80px"","
features/planner/shared/components/ViewToggle.tsx,8,19,Tailwind arbitrary [...](3); transition*(2); text-* size(2); padding/margin *(2); gap/space-*(2); w-/h-*(3); font-weight(2); style object key(3),"L18:className=""h-9 border-b border-[color:var(--border-soft)]"" | L31:<span className=""bottom-0 left-0 right-0 h-0.5 bg-[color:var(--color-primary)]"" /> | L26:className={`gap-1.5 px-4 text-xs font-medium transition-colors ${ activeView === ""2d"" ? ""text-strong"" : ""text-muted"" }`} | L40:className={`gap-1.5 px-4 text-xs font-medium transition-colors ${ activeView === ""3d"" ? ""text-strong"" : ""text-muted"" }`}"
tech-stack-generator/src/components/GeneratedDomainSection.tsx,6,19,text-* size(5); padding/margin *(7); gap/space-*(1); rounded-*(1); font-weight(4); tracking/leading(1),"L36:return <p className=""text-sm text-docs-text-subtle"">{emptyMessage}</p> | L43:<h2 className=""text-xl font-bold text-docs-text-strong mb-3"">{titleForCategory(category)}</h2> | L43:<h2 className=""text-xl font-bold text-docs-text-strong mb-3"">{titleForCategory(category)}</h2> | L48:<th className=""px-4 py-3 font-medium"">Label</th>"
app/(site)/access/page.tsx,9,18,% literal(4); z-index numeric(2); transition*(1); text-* size(1); padding/margin *(4); gap/space-*(1); w-/h-*(3); rounded-*(1); font-weight(1),"L52:<svg width=""100%"" height=""100%"" xmlns=""http://www.w3.org/2000/svg""> | L69:<rect width=""100%"" height=""100%"" fill=""url(#architectural-grid)"" /> | L51:<div className=""absolute inset-0 z-0 opacity-20""> | L77:<div className=""relative z-10 flex h-full flex-col items-start justify-end p-12 text-strong"">"
features/planner/ui/MobileDrawerSheet.tsx,10,18,inline style={{ }}(2); Tailwind arbitrary [...](3); rem/em literal(1); padding/margin *(2); w-/h-*(1); rounded-*(2); shadow*(1); font-weight(1); tracking/leading(1); style object key(4),"L34:style={{ zIndex: Z.panel }} | L38:style={{ maxHeight: ""85svh"", zIndex: Z.panel }} | L33:className=""bg-[color:var(--overlay-inverse-35)] backdrop-blur-sm"" | L37:className=""bottom-0 left-0 right-0 bg-panel border-t border-theme-soft rounded-t-[1.6rem] shadow-theme-float backdrop-bl"
lib/ui/UndoToast.tsx,12,18,Tailwind arbitrary [...](3); rem/em literal(1); % literal(1); z-index numeric(1); Tailwind duration/delay(1); transition*(2); text-* size(3); padding/margin *(1); gap/space-*(2); rounded-*(1); shadow*(1); font-weight(1),"L68:<div className=""flex items-center gap-2 px-4 py-2.5 rounded-xl shadow-lg text-[0.8125rem] bg-[var(--surface-elevated,var | L70:<span className=""text-[var(--text-muted-on-dark,var(--text-inverse-subtle))]"">·</span> | L68:<div className=""flex items-center gap-2 px-4 py-2.5 rounded-xl shadow-lg text-[0.8125rem] bg-[var(--surface-elevated,var | L65:visible ? ""translate-x-[-50%] translate-y-0 opacity-100"" : ""translate-x-[-50%] translate-y-5 opacity-0"""
app/(site)/gallery/page.tsx,9,17,Tailwind arbitrary [...](1); rem/em literal(1); Tailwind duration/delay(1); transition*(1); text-* size(1); padding/margin *(7); w-/h-*(2); max/min w/h(2); rounded-*(1),"L41:className=""h-full w-full object-cover transition-transform duration-700 group-hover:scale-[1.03]"" | L32:<Masonry columns={2} gap=""2rem""> | L41:className=""h-full w-full object-cover transition-transform duration-700 group-hover:scale-[1.03]"" | L41:className=""h-full w-full object-cover transition-transform duration-700 group-hover:scale-[1.03]"""
components/ui/Button.tsx,7,17,transition*(1); text-* size(4); padding/margin *(4); w-/h-*(3); max/min w/h(2); rounded-*(2); font-weight(1),"L28:""rounded-full px-4 py-2 text-sm font-medium text-strong transition-colors bg-hover-soft focus-ring-theme"": variant === "" | L28:""rounded-full px-4 py-2 text-sm font-medium text-strong transition-colors bg-hover-soft focus-ring-theme"": variant === "" | L30:""text-sm"": size === ""default"", | L28:""rounded-full px-4 py-2 text-sm font-medium text-strong transition-colors bg-hover-soft focus-ring-theme"": variant === """
features/crm/CrmDemoBanner.tsx,6,17,text-* size(3); padding/margin *(6); gap/space-*(1); rounded-*(1); Tailwind palette color(5); font-weight(1),"L10:className=""mb-6 rounded-xl border border-amber-300/60 bg-warning-soft px-4 py-3 text-sm text-amber-950"" | L26:className=""px-3 py-1 bg-amber-600 text-white rounded text-xs hover:bg-amber-700"" | L10:className=""mb-6 rounded-xl border border-amber-300/60 bg-warning-soft px-4 py-3 text-sm text-amber-950"" | L14:<p className=""mt-1 text-amber-900/90"">"
features/planner/_archive/fabric/editor/PlannerErrorBoundary.tsx,9,17,Tailwind arbitrary [...](3); rem/em literal(3); text-* size(1); padding/margin *(5); w-/h-*(1); max/min w/h(1); rounded-*(1); font-weight(1); tracking/leading(1),"L49:<div className=""surface-inverse min-h-[20rem] px-6""> | L50:<div className=""planner-viewer-surface max-w-md rounded-[1.35rem] border border-warning px-5 py-4 text-center""> | L49:<div className=""surface-inverse min-h-[20rem] px-6""> | L50:<div className=""planner-viewer-surface max-w-md rounded-[1.35rem] border border-warning px-5 py-4 text-center"">"
features/planner/editor/PlannerErrorBoundary.tsx,9,17,Tailwind arbitrary [...](3); rem/em literal(3); text-* size(1); padding/margin *(5); w-/h-*(1); max/min w/h(1); rounded-*(1); font-weight(1); tracking/leading(1),"L49:<div className=""surface-inverse min-h-[20rem] px-6""> | L50:<div className=""planner-viewer-surface max-w-md rounded-[1.35rem] border border-warning px-5 py-4 text-center""> | L49:<div className=""surface-inverse min-h-[20rem] px-6""> | L50:<div className=""planner-viewer-surface max-w-md rounded-[1.35rem] border border-warning px-5 py-4 text-center"">"
tech-stack-generator/src/App.tsx,9,17,Tailwind arbitrary [...](1); rem/em literal(1); transition*(1); padding/margin *(2); w-/h-*(2); max/min w/h(2); style object key(3); motion props(4); GSAP/anim duration(1),"L45:<div className=""max-w-[90rem] mx-auto px-4 sm:px-6 lg:px-8""> | L45:<div className=""max-w-[90rem] mx-auto px-4 sm:px-6 lg:px-8""> | L53:transition={{ duration: 0.3, ease: 'easeOut' }} | L44:<main className=""flex-1 min-w-0 pt-14 lg:pt-0"">"
tests/unit/features/planner/open3d/threeViewerInner.test.tsx,4,17,inline style={{ }}(5); hex color(3); shadow*(3); style object key(6),"L110:<div style={{ width: 640, height: 480 }}> | L129:<div style={{ width: 640, height: 480 }}> | L111:<ThreeViewerInner backgroundColor=""#fafafa"" onReady={onReady} enableShadows={false} /> | L143:<ThreeViewerInner enableShadows backgroundColor=""#fff"" />"
app/(site)/planning/page.tsx,4,16,Tailwind arbitrary [...](1); padding/margin *(8); gap/space-*(4); rounded-*(3),"L56:<div className=""grid grid-cols-1 gap-8 lg:grid-cols-[1fr_1fr]""> | L40:className=""mb-12"" | L45:<article key={step.title} className=""scheme-panel scheme-border rounded-2xl border p-6""> | L43:<div className=""grid grid-cols-1 gap-5 md:grid-cols-3"">"
app/(site)/refund-and-return-policy/page.tsx,4,16,Tailwind arbitrary [...](1); padding/margin *(7); gap/space-*(5); rounded-*(3),"L33:<div className=""grid gap-6 lg:grid-cols-[0.92fr_1.08fr]""> | L34:<aside className=""scheme-panel-soft scheme-border rounded-2xl border p-7 md:p-9""> | L36:<h2 className=""home-heading mt-3"">{t(""refund.overviewTitle"")}</h2> | L33:<div className=""grid gap-6 lg:grid-cols-[0.92fr_1.08fr]"">"
components/products/CompareColumnActions.tsx,7,16,text-* size(2); padding/margin *(3); gap/space-*(2); w-/h-*(3); max/min w/h(2); rounded-*(2); font-weight(2),"L33:className=""btn-outline inline-flex min-h-10 items-center justify-center rounded-xl px-3 text-sm font-medium"" | L54:className=""btn-primary inline-flex min-h-10 items-center justify-center gap-2 rounded-xl px-3 text-sm font-medium"" | L30:<div className=""mt-4 grid gap-2""> | L33:className=""btn-outline inline-flex min-h-10 items-center justify-center rounded-xl px-3 text-sm font-medium"""
features/planner/_archive/fabric/editor/PlannerMobileDock.tsx,9,16,Tailwind arbitrary [...](2); Npx literal(1); rem/em literal(1); text-* size(2); padding/margin *(3); gap/space-*(3); rounded-*(1); font-weight(2); tracking/leading(1),"L109:<p className=""mb-2 text-[0.625rem] font-semibold uppercase tracking-[0.16em] text-muted""> | L127:<span className=""text-[10px] font-semibold text-body"">{tool.label}</span> | L127:<span className=""text-[10px] font-semibold text-body"">{tool.label}</span> | L109:<p className=""mb-2 text-[0.625rem] font-semibold uppercase tracking-[0.16em] text-muted"">"
features/planner/shared/components/SplitViewLayout.tsx,6,16,Tailwind arbitrary [...](4); Npx literal(3); rem/em literal(1); w-/h-*(5); max/min w/h(2); Tailwind palette color(1),"L34:<div className=""h-[calc(90dvh-56px)]""> | L48:<div className=""h-[calc(90dvh-56px)]""> | L34:<div className=""h-[calc(90dvh-56px)]""> | L48:<div className=""h-[calc(90dvh-56px)]"">"
features/shared/auth/components/SuspendedPage.tsx,10,16,Tailwind arbitrary [...](1); text-* size(1); padding/margin *(5); gap/space-*(1); w-/h-*(1); rounded-*(2); Tailwind palette color(2); font-weight(1); tracking/leading(1); style object key(1),"L44:className=""inline-flex items-center justify-center rounded-md border border-[color:var(--color-paper-line)] dark:border- | L28:<h1 className=""text-2xl font-semibold tracking-tight text-heading dark:text-gray-100""> | L25:<div className=""mb-4 inline-flex h-12 w-12 items-center justify-center rounded-full bg-red-100 text-danger dark:bg-red-9 | L31:<p className=""mt-3 text-ui-13 text-muted dark:text-inverse-muted"">"
tech-stack-generator/src/components/BackToTop.tsx,9,16,rem/em literal(1); z-index numeric(1); transition*(2); padding/margin *(1); rounded-*(1); shadow*(1); style object key(4); motion props(4); GSAP/anim duration(1),"L10:// Show button when user scrolls down 25rem | L38:className=""fixed bottom-6 right-6 z-40 p-3 rounded-full bg-brand-500 text-white shadow-lg shadow-brand-500/20 hover:bg-b | L36:transition={{ duration: 0.2, ease: 'easeOut' }} | L38:className=""fixed bottom-6 right-6 z-40 p-3 rounded-full bg-brand-500 text-white shadow-lg shadow-brand-500/20 hover:bg-b"
tech-stack-generator/src/components/CodeBlock.tsx,7,16,z-index numeric(1); transition*(3); text-* size(2); padding/margin *(5); gap/space-*(1); rounded-*(3); tracking/leading(1),"L62:className=""absolute right-3 top-3 p-1.5 rounded-lg bg-soft hover:bg-panel transition-colors text-muted hover:text-body o | L39:className=""p-1 rounded hover:bg-soft transition-colors text-subtle hover:text-body"" | L51:className=""p-1.5 rounded-lg bg-soft hover:bg-panel transition-colors text-muted hover:text-body"" | L34:<span className=""text-xs font-mono text-muted"">{title}</span>"
app/(site)/portal/svg-catalog/[slug]/page.tsx,8,15,inline style={{ }}(1); Npx literal(1); % literal(1); vh/vw(1); text-* size(3); padding/margin *(5); gap/space-*(1); style object key(2),"L120:style={{ maxWidth: ""100%"", height: ""auto"" }} | L118:sizes=""(max-width: 640px) 100vw, 512px"" | L120:style={{ maxWidth: ""100%"", height: ""auto"" }} | L118:sizes=""(max-width: 640px) 100vw, 512px"""
features/planner/_archive/fabric/editor/templates/TemplatePickerModal.tsx,11,15,Tailwind arbitrary [...](1); rem/em literal(2); transition*(1); text-* size(2); padding/margin *(1); gap/space-*(1); w-/h-*(1); max/min w/h(1); rounded-*(1); Tailwind palette color(1); style object key(3),"L193:<p className=""text-center text-[0.625rem] text-soft""> | L22:const PANEL_BUTTON_CLASS = ""min-w-[2.75rem] min-h-[2.75rem] focus-visible:ring-2 focus-visible:ring-blue-500 hover:bg-gr | L193:<p className=""text-center text-[0.625rem] text-soft""> | L22:const PANEL_BUTTON_CLASS = ""min-w-[2.75rem] min-h-[2.75rem] focus-visible:ring-2 focus-visible:ring-blue-500 hover:bg-gr"
features/planner/admin/svg-editor/GlbExtruderPreview.tsx,5,15,inline style={{ }}(4); hex color(3); Npx literal(3); % literal(1); style object key(4),"L110:<div style={{ padding: 12, border: ""1px solid red"", color: ""red"", borderRadius: 4 }}> | L118:<div style={{ padding: 12, border: ""1px dashed #ccc"", borderRadius: 4, display: ""flex"", alignItems: ""center"", gap: 8 }}> | L24:color = ""#ffffff"", | L118:<div style={{ padding: 12, border: ""1px dashed #ccc"", borderRadius: 4, display: ""flex"", alignItems: ""center"", gap: 8 }}>"
features/planner/shared/components/WorkspaceShell.tsx,5,15,inline style={{ }}(4); transition*(1); w-/h-*(4); Tailwind palette color(2); style object key(4),"L28:<div className=""sticky top-0 w-14 flex-shrink-0 border-r border-strong bg-inverse"" style={{ zIndex: Z.toolbar }}> | L35:<div className=""flex-shrink-0 border-r border-strong bg-inverse md:w-60"" style={{ zIndex: Z.sidebar }}> | L74:<PanelResizeHandle className=""w-1 bg-slate-600 hover:bg-primary transition-colors cursor-col-resize"" /> | L28:<div className=""sticky top-0 w-14 flex-shrink-0 border-r border-strong bg-inverse"" style={{ zIndex: Z.toolbar }}>"
app/(site)/products/[category]/[product]/page.tsx,7,14,Tailwind arbitrary [...](3); animate-*(1); padding/margin *(1); gap/space-*(1); w-/h-*(4); max/min w/h(1); style object key(3),"L163:<div className=""h-96 bg-[color:var(--surface-muted)] rounded"" /> | L164:<div className=""h-8 bg-[color:var(--surface-muted)] rounded w-1/3"" /> | L162:<div className=""animate-pulse space-y-4 w-full max-w-4xl px-6""> | L162:<div className=""animate-pulse space-y-4 w-full max-w-4xl px-6"">"
app/(site)/terms/page.tsx,4,14,Tailwind arbitrary [...](1); padding/margin *(7); gap/space-*(3); rounded-*(3),"L29:<div className=""grid gap-6 lg:grid-cols-[0.9fr_1.1fr]""> | L30:<aside className=""scheme-panel-soft scheme-border rounded-2xl border p-7 md:p-9""> | L32:<h2 className=""home-heading mt-3"">{t(""terms.overviewTitle"")}</h2> | L29:<div className=""grid gap-6 lg:grid-cols-[0.9fr_1.1fr]"">"
